key,stage,family,numel,fp_changed_count,fp_changed_ratio,fp_mean_abs_delta,fp_max_abs_delta,fp_mean_abs_delta_changed_only,q_mean_abs_delta_to_base_all,q_mean_abs_delta_to_base_changed_only,q_survival_count,q_survival_ratio_over_fp_changed,closer_to_fp_count,closer_to_base_count,tie_count,closer_to_fp_ratio_over_fp_changed,closer_to_base_ratio_over_fp_changed,tie_ratio_over_fp_changed,same_sign_count,same_sign_ratio_over_fp_changed,mean_shrinkage_ratio_changed_only,median_shrinkage_ratio_changed_only,l1_delta,l2_delta_sq
down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_k.weight,down,attn2_to_k,245760,223656,0.91005859375,0.00016694521764293313,0.00347900390625,0.0001834444556152448,0.00016694521764293313,0.00018344447016716003,223656,1.0,223656,0,0,1.0,0.0,0.0,223656,1.0,1.0,1.0,41.02845764160156,0.026818113401532173
down_blocks.0.resnets.1.conv2.weight,down,resnet_conv2,921600,805968,0.87453125,4.4125310523668304e-05,0.0009765625,5.0455957534722984e-05,4.4125310523668304e-05,5.0455957534722984e-05,805968,1.0,805923,0,45,0.9999441665177774,0.0,5.583348222261926e-05,805968,1.0,0.9999721050262451,1.0,40.66588592529297,0.0047481730580329895
down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_out.0.weight,down,attn2_to_out,102400,101161,0.987900390625,0.00039549608482047915,0.003634214401245117,0.0004003400099463761,0.00039549608482047915,0.0004003400099463761,101161,1.0,101161,0,0,1.0,0.0,0.0,101161,1.0,1.0,1.0,40.49879837036133,0.029815176501870155
up_blocks.0.resnets.1.conv_shortcut.weight,up,conv_shortcut,3276800,2861906,0.8733843994140625,1.2316075299168006e-05,0.00048828125,1.410154982295353e-05,1.2316076208662707e-05,1.4101546184974723e-05,2861906,1.0,2861592,0,314,0.9998902829093618,0.0,0.00010971709063819705,2861906,1.0,0.9999451637268066,1.0,40.35731506347656,0.001145165995694697
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_out.0.weight,up,attn2_to_out,102400,101376,0.99,0.0003904546028934419,0.0027933120727539062,0.0003943985793739557,0.0003904546028934419,0.0003943985793739557,101376,1.0,101376,0,0,1.0,0.0,0.0,101376,1.0,1.0,1.0,39.98255157470703,0.028340574353933334
up_blocks.2.resnets.0.conv_shortcut.weight,up,conv_shortcut,1228800,1072874,0.8731070963541666,3.2486026611877605e-05,0.001953125,3.7207380955806e-05,3.2486026611877605e-05,3.720737367984839e-05,1072874,1.0,1072745,0,129,0.9998797622087962,0.0,0.0001202377912038133,1072874,1.0,0.9999398589134216,1.0,39.91883087158203,0.005961797200143337
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_out.0.weight,up,attn2_to_out,102400,101741,0.993564453125,0.00037630353472195566,0.0034589767456054688,0.0003787409223150462,0.0003763035638257861,0.0003787409223150462,101741,1.0,101741,0,0,1.0,0.0,0.0,101741,1.0,1.0,1.0,38.53348159790039,0.02607240155339241
down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_k.weight,down,attn2_to_k,245760,221516,0.9013509114583333,0.0001544875995023176,0.003185272216796875,0.00017139562987722456,0.0001544875995023176,0.00017139562987722456,221516,1.0,221516,0,0,1.0,0.0,0.0,221516,1.0,0.9999998807907104,1.0,37.96687316894531,0.023324163630604744
down_blocks.0.resnets.0.conv2.weight,down,resnet_conv2,921600,805829,0.8743804253472223,4.0681530663277954e-05,0.000732421875,4.652611823985353e-05,4.068153430125676e-05,4.652611823985353e-05,805829,1.0,805799,0,30,0.999962771257922,0.0,3.7228742078033926e-05,805829,1.0,0.9999814033508301,1.0,37.49209976196289,0.0038623532745987177
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_q.weight,up,attn1_to_q,409600,358363,0.87490966796875,8.279977191705257e-05,0.0009765625,9.463808237342164e-05,8.279977191705257e-05,9.463808237342164e-05,358363,1.0,358359,0,4,0.999988838133401,0.0,1.1161866598951343e-05,358363,1.0,0.9999943971633911,1.0,33.91478729248047,0.0063403937965631485
down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_q.weight,down,attn1_to_q,409600,358617,0.87552978515625,8.182362944353372e-05,0.0009765625,9.3456132162828e-05,8.182362944353372e-05,9.3456132162828e-05,358617,1.0,358609,0,8,0.9999776920781781,0.0,2.2307921821887976e-05,358617,1.0,0.999988853931427,1.0,33.514957427978516,0.0063364156521856785
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_k.weight,up,attn1_to_k,409600,358074,0.8742041015625,8.09381454018876e-05,0.0009765625,9.258495265385136e-05,8.09381454018876e-05,9.258495265385136e-05,358074,1.0,358064,0,10,0.9999720728117651,0.0,2.792718823483414e-05,358074,1.0,0.9999860525131226,1.0,33.15226364135742,0.006162434350699186
down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_q.weight,down,attn1_to_q,409600,358418,0.8750439453125,8.075906953308731e-05,0.0009765625,9.22914405236952e-05,8.075906953308731e-05,9.22914405236952e-05,358418,1.0,358413,0,5,0.9999860498077664,0.0,1.395019223364898e-05,358418,1.0,0.9999930262565613,1.0,33.078914642333984,0.006039690226316452
down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_k.weight,down,attn1_to_k,409600,358427,0.87506591796875,7.945455581648275e-05,0.0009765625,9.079836308956146e-05,7.945455581648275e-05,9.079836308956146e-05,358427,1.0,358424,0,3,0.999991630094831,0.0,8.369905168974436e-06,358427,1.0,0.9999958276748657,1.0,32.544586181640625,0.006002066656947136
down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_k.weight,down,attn1_to_k,409600,358138,0.8743603515625,7.882790669100359e-05,0.0009765625,9.015494288178161e-05,7.882790669100359e-05,9.015494288178161e-05,358138,1.0,358134,0,4,0.9999888311209646,0.0,1.1168879035455607e-05,358138,1.0,0.9999943971633911,1.0,32.28791046142578,0.005768253467977047
up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_q.weight,up,attn1_to_q,409600,357970,0.8739501953125,7.717959670117125e-05,0.0009765625,8.831119339447469e-05,7.717959670117125e-05,8.831119339447469e-05,357970,1.0,357963,0,7,0.9999804452887113,0.0,1.9554711288655474e-05,357970,1.0,0.9999902248382568,1.0,31.612762451171875,0.005704791285097599
up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_k.weight,up,attn1_to_k,409600,358480,0.8751953125,7.397484296234325e-05,0.0009765625,8.452381007373333e-05,7.397484296234325e-05,8.452381007373333e-05,358480,1.0,358473,0,7,0.9999804731086811,0.0,1.952689131890203e-05,358480,1.0,0.9999902248382568,1.0,30.300094604492188,0.00541430339217186
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_q.weight,up,attn1_to_q,409600,358555,0.87537841796875,7.17667571734637e-05,0.0009765625,8.198369323508814e-05,7.176674989750609e-05,8.198369323508814e-05,358555,1.0,358544,0,11,0.9999693213035658,0.0,3.067869643429878e-05,358555,1.0,0.9999846816062927,1.0,29.395662307739258,0.004807727411389351
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_k.weight,up,attn1_to_k,409600,358052,0.874150390625,7.108389399945736e-05,0.0009765625,8.131769573083147e-05,7.108389399945736e-05,8.131769573083147e-05,358052,1.0,358045,0,7,0.9999804497670729,0.0,1.9550232927060873e-05,358052,1.0,0.9999902248382568,1.0,29.115962982177734,0.004775645677000284
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_v.weight,up,attn1_to_v,409600,358131,0.87434326171875,6.644455424975604e-05,0.0009765625,7.599368109367788e-05,6.644456880167127e-05,7.599368109367788e-05,358131,1.0,358129,0,2,0.9999944154513293,0.0,5.584548670737802e-06,358131,1.0,0.9999971985816956,1.0,27.21569061279297,0.004138035699725151
up_blocks.0.resnets.2.conv_shortcut.weight,up,conv_shortcut,3276800,2859992,0.87280029296875,8.010878445929848e-06,0.000244140625,9.17836314329179e-06,8.010882083908655e-06,9.178358595818281e-06,2859992,1.0,2859502,0,490,0.999828670849429,0.0,0.00017132915057105054,2859992,1.0,0.9999143481254578,1.0,26.250045776367188,0.0004921898362226784
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_out.0.weight,up,attn1_to_out,409600,358445,0.87510986328125,6.373864016495645e-05,0.0009765625,7.283501327037811e-05,6.373864016495645e-05,7.283501327037811e-05,358445,1.0,358442,0,3,0.9999916305151418,0.0,8.369484858206977e-06,358445,1.0,0.9999958276748657,1.0,26.10734748840332,0.003792700357735157
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_v.weight,up,attn1_to_v,409600,357933,0.87385986328125,6.049789590178989e-05,0.000732421875,6.923065666342154e-05,6.049789590178989e-05,6.923065666342154e-05,357933,1.0,357920,0,13,0.9999636803535857,0.0,3.6319646414273063e-05,357933,1.0,0.9999818205833435,1.0,24.779937744140625,0.0034150793217122555
up_blocks.2.resnets.1.conv_shortcut.weight,up,conv_shortcut,819200,715854,0.87384521484375,2.937377939815633e-05,0.0009765625,3.36143966706004e-05,2.937377939815633e-05,3.361439303262159e-05,715854,1.0,715820,0,34,0.9999525042815993,0.0,4.7495718400679465e-05,715854,1.0,0.9999762773513794,1.0,24.062999725341797,0.0018943167524412274
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_out.0.weight,up,attn1_to_out,409600,358512,0.8752734375,5.823195897391997e-05,0.0009765625,6.653002492384985e-05,5.823195897391997e-05,6.653002492384985e-05,358512,1.0,358507,0,5,0.9999860534654349,0.0,1.3946534565091265e-05,358512,1.0,0.9999930262565613,1.0,23.851810455322266,0.0031658937223255634
up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_out.0.weight,up,attn1_to_out,409600,358209,0.87453369140625,5.583124584518373e-05,0.0009765625,6.384116568369791e-05,5.583124220720492e-05,6.38411584077403e-05,358209,1.0,358196,0,13,0.9999637083378697,0.0,3.62916621302089e-05,358209,1.0,0.9999818801879883,1.0,22.868478775024414,0.0029457013588398695
up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_v.weight,up,attn1_to_v,409600,358203,0.87451904296875,5.571289511863142e-05,0.0009765625,6.370690243784338e-05,5.571289511863142e-05,6.370690243784338e-05,358203,1.0,358196,0,7,0.9999804580084477,0.0,1.9541991552276224e-05,358203,1.0,0.9999902248382568,1.0,22.82000160217285,0.0029479563236236572
down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_out.0.weight,down,attn1_to_out,409600,358119,0.87431396484375,5.034143032389693e-05,0.00146484375,5.757820690632798e-05,5.034143032389693e-05,5.757820690632798e-05,358119,1.0,358116,0,3,0.9999916228962998,0.0,8.377103700166704e-06,358119,1.0,0.9999958276748657,1.0,20.619850158691406,0.002381086116656661
down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_out.0.weight,down,attn1_to_out,409600,358611,0.87551513671875,4.996045390726067e-05,0.0009765625,5.706406227545813e-05,4.996045390726067e-05,5.706406227545813e-05,358611,1.0,358602,0,9,0.9999749031680567,0.0,2.50968319432477e-05,358611,1.0,0.9999874234199524,1.0,20.463802337646484,0.002331205876544118
down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_v.weight,down,attn1_to_v,409600,357979,0.87397216796875,4.965845437254757e-05,0.00048828125,5.6819262681528926e-05,4.965845437254757e-05,5.6819262681528926e-05,357979,1.0,357970,0,9,0.9999748588604359,0.0,2.514113956405264e-05,357979,1.0,0.9999874234199524,1.0,20.340103149414062,0.00232915161177516
down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_v.weight,down,attn1_to_v,409600,358163,0.87442138671875,4.9624944949755445e-05,0.00048828125,5.6751752708805725e-05,4.962495222571306e-05,5.6751752708805725e-05,358163,1.0,358153,0,10,0.9999720797513981,0.0,2.792024860189355e-05,358163,1.0,0.9999860525131226,1.0,20.326377868652344,0.002299024723470211
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_q.weight,up,attn2_to_q,102400,92453,0.902861328125,0.00015735089255031198,0.0028285980224609375,0.00017428025603294373,0.00015735089255031198,0.00017428025603294373,92453,1.0,92453,0,0,1.0,0.0,0.0,92453,1.0,1.0,1.0,16.11273193359375,0.00921338889747858
down_blocks.2.resnets.0.conv_shortcut.weight,down,conv_shortcut,819200,716375,0.874481201171875,1.920569957292173e-05,0.0009765625,2.1962392565910704e-05,1.920569957292173e-05,2.1962388927931897e-05,716375,1.0,716317,0,58,0.9999190368173093,0.0,8.096318269062991e-05,716375,1.0,0.9999595284461975,1.0,15.733308792114258,0.0007151091704145074
down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_q.weight,down,attn2_to_q,102400,92448,0.9028125,0.00015033123781904578,0.0029636621475219727,0.00016651434998493642,0.00015033123781904578,0.00016651434998493642,92448,1.0,92448,0,0,1.0,0.0,0.0,92448,1.0,1.0,1.0,15.39391803741455,0.00820261798799038
down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_q.weight,down,attn2_to_q,102400,91949,0.897939453125,0.00015030897338874638,0.0034766197204589844,0.00016739322745706886,0.00015030897338874638,0.00016739322745706886,91949,1.0,91949,0,0,1.0,0.0,0.0,91949,1.0,1.0,1.0,15.39163875579834,0.007984161376953125
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_q.weight,up,attn2_to_q,102400,92247,0.900849609375,0.00014861053205095232,0.0032324790954589844,0.0001649670593906194,0.00014861053205095232,0.0001649670593906194,92247,1.0,92247,0,0,1.0,0.0,0.0,92247,1.0,1.0,1.0,15.217718124389648,0.007937266491353512
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_q.weight,up,attn2_to_q,102400,92297,0.901337890625,0.00014223027392290533,0.0035552978515625,0.00015779906243551522,0.00014223027392290533,0.00015779906243551522,92297,1.0,92297,0,0,1.0,0.0,0.0,92297,1.0,1.0,1.0,14.564380645751953,0.006995887029916048
up_blocks.2.resnets.2.conv_shortcut.weight,up,conv_shortcut,614400,536546,0.8732845052083333,1.9623086700448766e-05,0.00048828125,2.247043994429987e-05,1.962308851943817e-05,2.2470436306321062e-05,536546,1.0,536510,0,36,0.9999329041685149,0.0,6.709583148509168e-05,536546,1.0,0.9999664425849915,1.0,12.056424140930176,0.0005468277377076447
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_q.weight,up,attn1_to_q,102400,89564,0.8746484375,0.00011749063560273498,0.001953125,0.0001343289768556133,0.0001174906428786926,0.0001343289768556133,89564,1.0,89563,0,1,0.9999888347996964,0.0,1.1165200303693447e-05,89564,1.0,0.9999943971633911,1.0,12.031041145324707,0.0032632211223244667
up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_q.weight,up,attn1_to_q,102400,89387,0.872919921875,0.00011185029870830476,0.001953125,0.00012813351349905133,0.00011185030598426238,0.00012813351349905133,89387,1.0,89385,0,2,0.9999776253817669,0.0,2.23746182330764e-05,89387,1.0,0.9999887943267822,1.0,11.453470230102539,0.0030093675013631582
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_k.weight,up,attn1_to_k,102400,89438,0.87341796875,0.00010947370901703835,0.001953125,0.00012533942935988307,0.00010947370901703835,0.00012533942935988307,89438,1.0,89438,0,0,1.0,0.0,0.0,89438,1.0,1.0,1.0,11.210107803344727,0.002963470760732889
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_q.weight,up,attn1_to_q,102400,89585,0.874853515625,0.00010072815348394215,0.0009765625,0.00011513717618072405,0.00010072815348394215,0.00011513716162880883,89585,1.0,89582,0,3,0.9999665122509349,0.0,3.348774906513367e-05,89585,1.0,0.9999832510948181,1.0,10.314562797546387,0.0023651064839214087
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_k.weight,up,attn1_to_k,102400,89568,0.8746875,9.445650357520208e-05,0.0009765625,0.00010798886069096625,9.445650357520208e-05,0.00010798886069096625,89568,1.0,89567,0,1,0.9999888352983208,0.0,1.1164701679171132e-05,89568,1.0,0.9999943971633911,1.0,9.672346115112305,0.002193062100559473
down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_q.weight,down,attn1_to_q,102400,89576,0.874765625,9.405286255059764e-05,0.0009765625,0.00010751778609119356,9.405286982655525e-05,0.00010751778609119356,89576,1.0,89576,0,0,1.0,0.0,0.0,89576,1.0,1.0,1.0,9.631012916564941,0.0021582660265266895
down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_q.weight,down,attn1_to_q,102400,89534,0.87435546875,9.387921454617754e-05,0.0009765625,0.00010736961849033833,9.387921454617754e-05,0.00010736961849033833,89534,1.0,89533,0,1,0.9999888310585923,0.0,1.1168941407733375e-05,89534,1.0,0.9999943971633911,1.0,9.613231658935547,0.002051679417490959
up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_k.weight,up,attn1_to_k,102400,89615,0.875146484375,9.333974594483152e-05,0.001953125,0.0001066561380866915,9.333974594483152e-05,0.0001066561380866915,89615,1.0,89615,0,0,1.0,0.0,0.0,89615,1.0,1.0,1.0,9.557990074157715,0.0022872393019497395
down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_k.weight,down,attn1_to_k,102400,89391,0.872958984375,8.750300912652165e-05,0.0009765625,0.00010023725189967081,8.750300912652165e-05,0.00010023725189967081,89391,1.0,89388,0,3,0.9999664395744539,0.0,3.356042554619593e-05,89391,1.0,0.9999831914901733,1.0,8.960308074951172,0.0018488361965864897
down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_k.weight,down,attn1_to_k,102400,89506,0.87408203125,8.600693399785087e-05,0.0009765625,9.839686390478164e-05,8.600693399785087e-05,9.839686390478164e-05,89506,1.0,89502,0,4,0.9999553102585301,0.0,4.46897414698456e-05,89506,1.0,0.9999776482582092,1.0,8.807109832763672,0.0018170204712077975
up_blocks.3.resnets.0.conv_shortcut.weight,up,conv_shortcut,307200,268292,0.8733463541666666,2.4559447410865687e-05,0.0009765625,2.8121085051679984e-05,2.4559447410865687e-05,2.812108323269058e-05,268292,1.0,268265,0,27,0.9998993633801977,0.0,0.00010063661980230496,268292,1.0,0.9999496936798096,1.0,7.544661998748779,0.0006445278413593769
up_blocks.3.resnets.2.conv_shortcut.weight,up,conv_shortcut,204800,179155,0.8747802734375,3.641871808213182e-05,0.0009765625,4.163184348726645e-05,3.641871808213182e-05,4.163184348726645e-05,179155,1.0,179149,0,6,0.9999665094471268,0.0,3.349055287321035e-05,179155,1.0,0.9999832510948181,1.0,7.458553314208984,0.0007357100257650018
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_v.weight,up,attn1_to_v,102400,89642,0.87541015625,6.869986827950925e-05,0.0009765625,7.847734377719462e-05,6.869986827950925e-05,7.847734377719462e-05,89642,1.0,89640,0,2,0.9999776890296959,0.0,2.2310970304098525e-05,89642,1.0,0.999988853931427,1.0,7.0348663330078125,0.0011587644694373012
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_out.0.weight,up,attn1_to_out,102400,89515,0.874169921875,6.362226122291759e-05,0.0009765625,7.278018892975524e-05,6.362226122291759e-05,7.278018892975524e-05,89515,1.0,89514,0,1,0.9999888286879294,0.0,1.1171312070602692e-05,89515,1.0,0.9999943971633911,1.0,6.514919281005859,0.000983689446002245
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_v.weight,up,attn1_to_v,102400,89710,0.87607421875,6.0597962146857753e-05,0.0009765625,6.91698951413855e-05,6.0597962146857753e-05,6.91698951413855e-05,89710,1.0,89709,0,1,0.9999888529706833,0.0,1.1147029316687102e-05,89710,1.0,0.9999943971633911,1.0,6.205231189727783,0.0009047178318724036
up_blocks.3.resnets.1.conv_shortcut.weight,up,conv_shortcut,204800,178728,0.8726953125,3.0041714126127772e-05,0.00048828125,3.442405795794912e-05,3.0041714126127772e-05,3.442405431997031e-05,178728,1.0,178722,0,6,0.9999664294346717,0.0,3.3570565328320126e-05,178728,1.0,0.9999831914901733,1.0,6.152543067932129,0.00048439583042636514
down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_v.weight,down,attn1_to_v,102400,89565,0.874658203125,5.864760896656662e-05,0.0009765625,6.705203850287944e-05,5.864760896656662e-05,6.705203850287944e-05,89565,1.0,89564,0,1,0.9999888349243566,0.0,1.1165075643387484e-05,89565,1.0,0.9999943971633911,1.0,6.005515098571777,0.0008378559141419828
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_out.0.weight,up,attn1_to_out,102400,89604,0.8750390625,5.692070408258587e-05,0.0009765625,6.504933116957545e-05,5.692070408258587e-05,6.504933116957545e-05,89604,1.0,89603,0,1,0.9999888397839383,0.0,1.1160216061782957e-05,89604,1.0,0.9999943971633911,1.0,5.828680038452148,0.0007989815785549581
down_blocks.1.resnets.0.conv_shortcut.weight,down,conv_shortcut,204800,178764,0.87287109375,2.7950387448072433e-05,0.00048828125,3.202120933565311e-05,2.7950387448072433e-05,3.202120933565311e-05,178764,1.0,178751,0,13,0.9999272784229487,0.0,7.272157705130787e-05,178764,1.0,0.999963641166687,1.0,5.724239349365234,0.00037213682662695646
down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_out.0.weight,down,attn1_to_out,102400,89624,0.875234375,5.4823562095407397e-05,0.0009765625,6.263871910050511e-05,5.4823562095407397e-05,6.263871910050511e-05,89624,1.0,89622,0,2,0.9999776845487816,0.0,2.2315451218423637e-05,89624,1.0,0.999988853931427,1.0,5.6139326095581055,0.0007054575253278017
down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_v.weight,down,attn1_to_v,102400,89599,0.874990234375,5.4754600569140166e-05,0.000732421875,6.257738277781755e-05,5.4754600569140166e-05,6.257738277781755e-05,89599,1.0,89598,0,1,0.9999888391611513,0.0,1.1160838848647864e-05,89599,1.0,0.9999943971633911,1.0,5.606871128082275,0.0007284515304490924
up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_v.weight,up,attn1_to_v,102400,89689,0.875869140625,5.331345528247766e-05,0.0009765625,6.086919893277809e-05,5.331345528247766e-05,6.086919893277809e-05,89689,1.0,89688,0,1,0.9999888503606909,0.0,1.1149639309168348e-05,89689,1.0,0.9999943971633911,1.0,5.4592976570129395,0.000696913746651262
down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_out.0.weight,down,attn1_to_out,102400,89539,0.874404296875,5.2851581131108105e-05,0.00048828125,6.0442958783824e-05,5.2851581131108105e-05,6.044295514584519e-05,89539,1.0,89535,0,4,0.9999553267291348,0.0,4.467327086520957e-05,89539,1.0,0.9999776482582092,1.0,5.412002086639404,0.0006468667415902019
up_blocks.3.attentions.2.transformer_blocks.0.attn1.to_out.0.weight,up,attn1_to_out,102400,89597,0.874970703125,5.155035250936635e-05,0.00146484375,5.8916662965202704e-05,5.155035250936635e-05,5.8916662965202704e-05,89597,1.0,89591,0,6,0.9999330334721028,0.0,6.696652789713941e-05,89597,1.0,0.9999665021896362,1.0,5.278756141662598,0.0006669873837381601
