key,stage,block_id,family,attn_group,shape,numel,changed_count,changed_ratio,l1_delta,l2_delta_sq,l2_delta,linf_delta,mean_abs_delta,l1_share_global,l2_energy_share_global
down_blocks.1.resnets.0.conv2.weight,down,down_blocks.1,resnet_conv2,non_attention,"(640, 640, 3, 3)",3686400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.1.resnets.0.conv1.weight,down,down_blocks.1,resnet_conv1,non_attention,"(640, 320, 3, 3)",1843200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.1.downsamplers.0.conv.weight,down,down_blocks.1,downsampler,non_attention,"(640, 640, 3, 3)",3686400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.1.resnets.1.time_emb_proj.weight,down,down_blocks.1,time_emb_proj,non_attention,"(640, 1280)",819200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.1.proj_out.weight,up,up_blocks.3,proj_out,non_attention,"(320, 320, 1, 1)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.1.proj_in.weight,up,up_blocks.3,proj_in,non_attention,"(320, 320, 1, 1)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.1.norm.weight,up,up_blocks.3,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.0.transformer_blocks.0.norm3.weight,up,up_blocks.3,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.0.transformer_blocks.0.norm2.weight,up,up_blocks.3,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.0.transformer_blocks.0.norm1.weight,up,up_blocks.3,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.0.transformer_blocks.0.ff.net.2.weight,up,up_blocks.3,ff,non_attention,"(320, 1280)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.0.transformer_blocks.0.ff.net.0.proj.weight,up,up_blocks.3,ff,non_attention,"(2560, 320)",819200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.resnets.0.norm1.weight,down,down_blocks.0,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_out.0.weight,up,up_blocks.3,attn2_to_out,cross_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_out.0.weight,down,down_blocks.1,attn1_to_out,self_attention,"(640, 640)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_q.weight,up,up_blocks.3,attn1_to_q,self_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_out.0.weight,up,up_blocks.3,attn1_to_out,self_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_k.weight,up,up_blocks.3,attn1_to_k,self_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.0.proj_out.weight,up,up_blocks.3,proj_out,non_attention,"(320, 320, 1, 1)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.attentions.0.norm.weight,down,down_blocks.0,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conv_out.weight,other,other,other,non_attention,"(4, 320, 3, 3)",11520,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conv_norm_out.weight,other,other,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conv_in.weight,other,other,other,non_attention,"(320, 4, 3, 3)",11520,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.resnets.2.time_emb_proj.weight,up,up_blocks.3,time_emb_proj,non_attention,"(320, 1280)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.attentions.0.transformer_blocks.0.ff.net.0.proj.weight,down,down_blocks.0,ff,non_attention,"(2560, 320)",819200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.2.proj_in.weight,up,up_blocks.3,proj_in,non_attention,"(320, 320, 1, 1)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.0.transformer_blocks.0.attn1.to_v.weight,up,up_blocks.3,attn1_to_v,self_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_k.weight,down,down_blocks.1,attn1_to_k,self_attention,"(640, 640)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.1.attentions.0.proj_out.weight,down,down_blocks.1,proj_out,non_attention,"(640, 640, 1, 1)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.1.attentions.0.proj_in.weight,down,down_blocks.1,proj_in,non_attention,"(640, 640, 1, 1)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.1.attentions.0.norm.weight,down,down_blocks.1,other,non_attention,"(640,)",640,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.resnets.1.time_emb_proj.weight,down,down_blocks.0,time_emb_proj,non_attention,"(320, 1280)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.resnets.1.norm2.weight,down,down_blocks.0,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.resnets.1.norm1.weight,down,down_blocks.0,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.resnets.1.conv2.weight,down,down_blocks.0,resnet_conv2,non_attention,"(320, 320, 3, 3)",921600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.resnets.1.conv1.weight,down,down_blocks.0,resnet_conv1,non_attention,"(320, 320, 3, 3)",921600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.resnets.0.time_emb_proj.weight,down,down_blocks.0,time_emb_proj,non_attention,"(320, 1280)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.resnets.0.norm2.weight,down,down_blocks.0,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_k.weight,up,up_blocks.3,attn1_to_k,self_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.2.norm.weight,up,up_blocks.3,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.1.transformer_blocks.0.norm3.weight,up,up_blocks.3,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.1.transformer_blocks.0.norm2.weight,up,up_blocks.3,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.1.transformer_blocks.0.norm1.weight,up,up_blocks.3,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.1.transformer_blocks.0.ff.net.2.weight,up,up_blocks.3,ff,non_attention,"(320, 1280)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.1.transformer_blocks.0.ff.net.0.proj.weight,up,up_blocks.3,ff,non_attention,"(2560, 320)",819200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_q.weight,up,up_blocks.3,attn2_to_q,cross_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_out.0.weight,up,up_blocks.3,attn2_to_out,cross_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_v.weight,up,up_blocks.3,attn1_to_v,self_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_q.weight,up,up_blocks.3,attn1_to_q,self_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.1.transformer_blocks.0.attn1.to_out.0.weight,up,up_blocks.3,attn1_to_out,self_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.attentions.0.proj_out.weight,down,down_blocks.0,proj_out,non_attention,"(320, 320, 1, 1)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.resnets.0.norm2.weight,up,up_blocks.0,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.resnets.0.norm1.weight,up,up_blocks.0,other,non_attention,"(2560,)",2560,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.resnets.0.conv_shortcut.weight,up,up_blocks.0,conv_shortcut,non_attention,"(1280, 2560, 1, 1)",3276800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.resnets.0.conv2.weight,up,up_blocks.0,resnet_conv2,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.resnets.0.conv1.weight,up,up_blocks.0,resnet_conv1,non_attention,"(1280, 2560, 3, 3)",29491200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_embedding.linear_2.weight,other,other,other,non_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_embedding.linear_1.weight,other,other,other,non_attention,"(1280, 320)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.resnets.1.time_emb_proj.weight,mid,mid_block,time_emb_proj,non_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.resnets.1.norm2.weight,mid,mid_block,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.resnets.1.norm1.weight,mid,mid_block,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.attentions.0.transformer_blocks.0.norm1.weight,down,down_blocks.2,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.resnets.1.conv1.weight,mid,mid_block,resnet_conv1,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.resnets.0.time_emb_proj.weight,mid,mid_block,time_emb_proj,non_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.resnets.0.norm2.weight,mid,mid_block,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.resnets.0.norm1.weight,mid,mid_block,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.resnets.0.conv2.weight,mid,mid_block,resnet_conv2,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.resnets.0.conv1.weight,mid,mid_block,resnet_conv1,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.attentions.0.transformer_blocks.0.norm3.weight,mid,mid_block,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.attentions.0.transformer_blocks.0.norm2.weight,mid,mid_block,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.attentions.0.transformer_blocks.0.norm1.weight,mid,mid_block,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.attentions.0.transformer_blocks.0.ff.net.2.weight,mid,mid_block,ff,non_attention,"(1280, 5120)",6553600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.attentions.0.transformer_blocks.0.ff.net.0.proj.weight,mid,mid_block,ff,non_attention,"(10240, 1280)",13107200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.resnets.1.conv2.weight,mid,mid_block,resnet_conv2,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.0.transformer_blocks.0.ff.net.0.proj.weight,up,up_blocks.1,ff,non_attention,"(10240, 1280)",13107200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_q.weight,up,up_blocks.1,attn2_to_q,cross_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_out.0.weight,up,up_blocks.1,attn2_to_out,cross_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.0.transformer_blocks.0.attn1.to_v.weight,up,up_blocks.1,attn1_to_v,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.0.transformer_blocks.0.attn1.to_q.weight,up,up_blocks.1,attn1_to_q,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_q.weight,up,up_blocks.3,attn2_to_q,cross_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.0.transformer_blocks.0.attn1.to_k.weight,up,up_blocks.1,attn1_to_k,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.0.proj_out.weight,up,up_blocks.1,proj_out,non_attention,"(1280, 1280, 1, 1)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.0.proj_in.weight,up,up_blocks.1,proj_in,non_attention,"(1280, 1280, 1, 1)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.0.norm.weight,up,up_blocks.1,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.upsamplers.0.conv.weight,up,up_blocks.0,upsampler,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.resnets.0.time_emb_proj.weight,up,up_blocks.0,time_emb_proj,non_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.resnets.2.norm2.weight,up,up_blocks.0,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.resnets.2.norm1.weight,up,up_blocks.0,other,non_attention,"(2560,)",2560,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.resnets.2.conv_shortcut.weight,up,up_blocks.0,conv_shortcut,non_attention,"(1280, 2560, 1, 1)",3276800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.resnets.2.conv2.weight,up,up_blocks.0,resnet_conv2,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.resnets.2.conv1.weight,up,up_blocks.0,resnet_conv1,non_attention,"(1280, 2560, 3, 3)",29491200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.resnets.1.time_emb_proj.weight,up,up_blocks.0,time_emb_proj,non_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.resnets.1.norm2.weight,up,up_blocks.0,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.resnets.1.norm1.weight,up,up_blocks.0,other,non_attention,"(2560,)",2560,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.resnets.1.conv_shortcut.weight,up,up_blocks.0,conv_shortcut,non_attention,"(1280, 2560, 1, 1)",3276800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.resnets.1.conv2.weight,up,up_blocks.0,resnet_conv2,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.resnets.1.conv1.weight,up,up_blocks.0,resnet_conv1,non_attention,"(1280, 2560, 3, 3)",29491200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.0.resnets.2.time_emb_proj.weight,up,up_blocks.0,time_emb_proj,non_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.resnets.0.norm2.weight,down,down_blocks.2,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.resnets.0.norm1.weight,down,down_blocks.2,other,non_attention,"(640,)",640,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.resnets.0.conv_shortcut.weight,down,down_blocks.2,conv_shortcut,non_attention,"(1280, 640, 1, 1)",819200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.resnets.0.conv2.weight,down,down_blocks.2,resnet_conv2,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.resnets.0.conv1.weight,down,down_blocks.2,resnet_conv1,non_attention,"(1280, 640, 3, 3)",7372800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.downsamplers.0.conv.weight,down,down_blocks.2,downsampler,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.attentions.1.transformer_blocks.0.norm3.weight,down,down_blocks.2,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.attentions.1.transformer_blocks.0.norm2.weight,down,down_blocks.2,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.attentions.1.transformer_blocks.0.norm1.weight,down,down_blocks.2,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.attentions.1.transformer_blocks.0.ff.net.2.weight,down,down_blocks.2,ff,non_attention,"(1280, 5120)",6553600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.attentions.0.transformer_blocks.0.attn2.to_q.weight,mid,mid_block,attn2_to_q,cross_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_q.weight,down,down_blocks.2,attn2_to_q,cross_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_out.0.weight,down,down_blocks.2,attn2_to_out,cross_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_v.weight,down,down_blocks.2,attn1_to_v,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_q.weight,down,down_blocks.2,attn1_to_q,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_out.0.weight,down,down_blocks.2,attn1_to_out,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_k.weight,down,down_blocks.2,attn1_to_k,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.attentions.1.proj_out.weight,down,down_blocks.2,proj_out,non_attention,"(1280, 1280, 1, 1)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.attentions.1.proj_in.weight,down,down_blocks.2,proj_in,non_attention,"(1280, 1280, 1, 1)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.attentions.1.norm.weight,down,down_blocks.2,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.attentions.0.transformer_blocks.0.norm3.weight,down,down_blocks.2,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.attentions.0.transformer_blocks.0.norm2.weight,down,down_blocks.2,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.attentions.1.transformer_blocks.0.ff.net.0.proj.weight,down,down_blocks.2,ff,non_attention,"(10240, 1280)",13107200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.attentions.0.transformer_blocks.0.attn2.to_out.0.weight,mid,mid_block,attn2_to_out,cross_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.attentions.0.transformer_blocks.0.attn1.to_v.weight,mid,mid_block,attn1_to_v,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.attentions.0.transformer_blocks.0.attn1.to_q.weight,mid,mid_block,attn1_to_q,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.attentions.0.transformer_blocks.0.attn1.to_out.0.weight,mid,mid_block,attn1_to_out,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.attentions.0.transformer_blocks.0.attn1.to_k.weight,mid,mid_block,attn1_to_k,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.attentions.0.proj_out.weight,mid,mid_block,proj_out,non_attention,"(1280, 1280, 1, 1)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.attentions.0.proj_in.weight,mid,mid_block,proj_in,non_attention,"(1280, 1280, 1, 1)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_block.attentions.0.norm.weight,mid,mid_block,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.3.resnets.1.time_emb_proj.weight,down,down_blocks.3,time_emb_proj,non_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.3.resnets.1.norm2.weight,down,down_blocks.3,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.3.resnets.1.norm1.weight,down,down_blocks.3,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.resnets.0.time_emb_proj.weight,down,down_blocks.2,time_emb_proj,non_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.3.resnets.1.conv1.weight,down,down_blocks.3,resnet_conv1,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.3.resnets.0.time_emb_proj.weight,down,down_blocks.3,time_emb_proj,non_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.3.resnets.0.norm2.weight,down,down_blocks.3,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.3.resnets.0.norm1.weight,down,down_blocks.3,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.3.resnets.0.conv2.weight,down,down_blocks.3,resnet_conv2,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.3.resnets.0.conv1.weight,down,down_blocks.3,resnet_conv1,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.resnets.1.time_emb_proj.weight,down,down_blocks.2,time_emb_proj,non_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.resnets.1.norm2.weight,down,down_blocks.2,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.resnets.1.norm1.weight,down,down_blocks.2,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.resnets.1.conv2.weight,down,down_blocks.2,resnet_conv2,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.2.resnets.1.conv1.weight,down,down_blocks.2,resnet_conv1,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.3.resnets.1.conv2.weight,down,down_blocks.3,resnet_conv2,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
